dirty	B-movie.name
harry	I-movie.name

show	_show_
me	_me_
the	_the_
actor	_actor_
of	_of_
the	_the_
ranam	B-movie.name

rocky	B-movie.name
actor	_actor_

what	_what_
actor	_actor_
played	_played_
in	_in_
the	B-movie.name
amazing	I-movie.name
spider	I-movie.name
man	I-movie.name

who	_who_
are	_are_
the	_the_
actors	_actors_
in	_in_
captain	B-movie.name
america	I-movie.name

who	_who_
starred	_starred_
in	_in_
captain	B-movie.name
america	I-movie.name

who	_who_
was	_was_
in	_in_
the	_the_
movie	_movie_
captain	B-movie.name
america	I-movie.name

who	_who_
were	_were_
the	_the_
cast	_cast_
members	_members_
in	_in_
the	B-movie.name
hobbist	I-movie.name

show	_show_
me	_me_
the	_the_
actor	_actor_
of	_of_
the	_the_
movie	_movie_
varsham	B-movie.name

which	_which_
female	_female_
actors	_actors_
starred	_starred_
in	_in_
hitch	B-movie.name

can	_can_
i	_i_
see	_see_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
the	_the_
movie	_movie_
in	B-movie.name
july	I-movie.name

list	_list_
cast	_cast_
and	_and_
crew	_crew_
in	B-movie.name
july	I-movie.name

who	_who_
stars	_stars_
in	_in_
in	B-movie.name
july	I-movie.name

who	_who_
stars	_stars_
in	_in_
in	B-movie.name
july	I-movie.name

roll	_roll_
credits	_credits_
for	_for_
top	B-movie.name
gun	I-movie.name

show	_show_
me	_me_
the	_the_
actor	_actor_
of	_of_
the	_the_
movie	_movie_
sirisiri	B-movie.name
muvva	I-movie.name

rocky	B-movie.name
2	_2_
actor	_actor_

who	_who_
is	_is_
chewbakka	B-character.name

who	_who_
stared	_stared_
in	_in_
i	B-movie.name
love	I-movie.name
lucy	I-movie.name

apollo	B-movie.name
thirteen	I-movie.name
cast	_cast_
members	_members_

can	_can_
you	_you_
tell	_tell_
me	_me_
more	_more_
about	_about_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
of	_of_
the	_the_
movie	_movie_
apollo	B-movie.name
thirteen	I-movie.name

cast	_cast_
and	_and_
crew	_crew_
for	_for_
apollo	B-movie.name
thirteen	I-movie.name

castmembers	_castmembers_
of	_of_
apollo	B-movie.name
thirteen	I-movie.name

complete	_complete_
cast	_cast_
and	_and_
crew	_crew_
of	_of_
apollo	B-movie.name
thirteen	I-movie.name

find	_find_
for	_for_
information	_information_
about	_about_
the	_the_
cast	_cast_
of	_of_
appolo	B-movie.name
thirteen	I-movie.name

find	_find_
info	_info_
on	_on_
the	_the_
crew	_crew_
of	_of_
apollo	B-movie.name
thirteen	I-movie.name

give	_give_
me	_me_
more	_more_
facts	_facts_
about	_about_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
of	_of_
the	_the_
movie	_movie_
apollo	B-movie.name
thirteen	I-movie.name

i	_i_
need	_need_
to	_to_
know	_know_
in	_in_
detail	_detail_
about	_about_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
of	_of_
the	_the_
movie	_movie_
apollo	B-movie.name
thirteen	I-movie.name

i	_i_
want	_want_
to	_to_
find	_find_
information	_information_
about	_about_
the	_the_
cast	_cast_
of	_of_
apollo	B-movie.name
thirteen	I-movie.name

show	_show_
me	_me_
more	_more_
information	_information_
about	_about_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
of	_of_
the	_the_
movie	_movie_
apollo	B-movie.name
thirteen	I-movie.name

what	_what_
actors	_actors_
were	_were_
in	_in_
dirty	B-movie.name
dancing	I-movie.name

show	_show_
me	_me_
the	_the_
actors	_actors_
in	_in_
captain	B-movie.name
america	I-movie.name

show	_show_
me	_me_
gilda	B-movie.name
's	_'s_
credits	_credits_

i	_i_
can	_can_
't	_'t_
remember	_remember_
the	_the_
lead	_lead_
guy	_guy_
in	_in_
the	B-movie.name
avengers	I-movie.name

show	_show_
cast	_cast_
list	_list_
for	_for_
the	B-movie.name
avergers	I-movie.name

who	_who_
plays	_plays_
nemo	B-character.name
in	_in_
finding	B-movie.name
nemo	I-movie.name

find	_find_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
the	_the_
movie	_movie_
finding	B-movie.name
nemo	I-movie.name

show	_show_
me	_me_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
finding	B-movie.name
nemo	I-movie.name

show	_show_
me	_me_
the	_the_
cast	_cast_
of	_of_
finding	B-movie.name
nemo	I-movie.name

who	_who_
are	_are_
the	_the_
main	_main_
voices	_voices_
in	_in_
finding	B-movie.name
nemo	I-movie.name

who	_who_
starred	_starred_
in	_in_
finding	B-movie.name
nemo	I-movie.name

who	_who_
stars	_stars_
in	_in_
finding	B-movie.name
nemo	I-movie.name

who	_who_
was	_was_
the	_the_
main	_main_
character	_character_
in	_in_
men	B-movie.name
in	I-movie.name
black	I-movie.name
3	I-movie.name

can	_can_
i	_i_
see	_see_
the	_the_
credits	_credits_
for	_for_
dirty	B-movie.name
dancing	I-movie.name

cast	_cast_
of	_of_
dirty	B-movie.name
dancing	I-movie.name

find	_find_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
dirty	B-movie.name
dancing	I-movie.name

search	_search_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
dirty	B-movie.name
dancing	I-movie.name

search	_search_
for	_for_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
the	_the_
movie	_movie_
dirty	B-movie.name
dancing	I-movie.name

show	_show_
me	_me_
the	_the_
cast	_cast_
and	_and_
list	_list_
for	_for_
dirty	B-movie.name
dancing	I-movie.name

who	_who_
starred	_starred_
in	_in_
dirty	B-movie.name
dancing	I-movie.name

who	_who_
starred	_starred_
in	_in_
dirty	B-movie.name
dancing	I-movie.name

who	_who_
were	_were_
the	_the_
stars	_stars_
of	_of_
dirty	B-movie.name
dancing	I-movie.name

who	_who_
was	_was_
the	_the_
male	_male_
star	_star_
of	_of_
titanic	B-movie.name

who	_who_
starred	_starred_
in	_in_
taxi	B-movie.name

who	_who_
played	_played_
in	_in_
the	B-movie.name
oranges	I-movie.name

actors	_actors_
for	_for_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

who	_who_
are	_are_
the	_the_
lead	_lead_
actors	_actors_
in	_in_
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

find	_find_
the	_the_
male	_male_
actor	_actor_
from	_from_
the	_the_
movie	_movie_
born	B-movie.name
free	I-movie.name

actor	_actor_
from	_from_
iron	B-movie.name
man	I-movie.name

shows	_shows_
actors	_actors_
in	_in_
shoot	B-movie.name
to	I-movie.name
kill	I-movie.name

which	_which_
actors	_actors_
starred	_starred_
in	_in_
hitch	B-movie.name

who	_who_
are	_are_
all	_all_
of	_of_
the	_the_
actors	_actors_
in	_in_
hitch	B-movie.name

who	_who_
was	_was_
the	_the_
lead	_lead_
actor	_actor_
in	_in_
hitch	B-movie.name

who	_who_
starred	_starred_
in	_in_
dark	B-movie.name
knight	I-movie.name
rising	I-movie.name

who	_who_
played	_played_
nick	B-character.name
fury	I-character.name
in	_in_
the	B-movie.name
avengers	I-movie.name

who	_who_
was	_was_
the	_the_
lead	_lead_
actor	_actor_
in	_in_
the	B-movie.name
avengers	I-movie.name

what	_what_
was	_was_
the	_the_
cast	_cast_
of	_of_
black	B-movie.name
swan	I-movie.name

who	_who_
acted	_acted_
in	_in_
black	B-movie.name
swan	I-movie.name

who	_who_
was	_was_
in	_in_
black	B-movie.name
swan	I-movie.name

who	_who_
was	_was_
the	_the_
lead	_lead_
in	_in_
black	B-movie.name
swan	I-movie.name

actors	_actors_
in	_in_
star	B-movie.name
wars	I-movie.name
four	I-movie.name

what	_what_
was	_was_
the	_the_
actor	_actor_
who	_who_
played	_played_
esme	B-character.name
in	_in_
twilight	B-movie.name

who	_who_
played	_played_
esme	B-character.name
in	_in_
twilight	B-movie.name

who	_who_
starred	_starred_
in	_in_
the	B-movie.name
parent	I-movie.name
trap	I-movie.name

cast	_cast_
and	_and_
crew	_crew_
for	_for_
hitch	B-movie.name

cast	_cast_
and	_and_
crew	_crew_
of	_of_
hitch	B-movie.name

cast	_cast_
hitch	B-movie.name

hitch	B-movie.name
crew	_crew_

list	_list_
cast	_cast_
hitch	B-movie.name

show	_show_
me	_me_
hitch	B-movie.name
's	_'s_
cast	_cast_

show	_show_
the	_the_
cast	_cast_
of	_of_
hitch	B-movie.name

what	_what_
actors	_actors_
appeared	_appeared_
in	_in_
the	_the_
movie	_movie_
hitch	B-movie.name

what	_what_
actors	_actors_
played	_played_
in	_in_
the	_the_
movies	_movies_
hitch	B-movie.name

what	_what_
was	_was_
the	_the_
cast	_cast_
of	_of_
hitch	B-movie.name

who	_who_
starred	_starred_
in	_in_
hitch	B-movie.name

who	_who_
starred	_starred_
in	_in_
the	_the_
movie	_movie_
hitch	B-movie.name

who	_who_
stars	_stars_
in	_in_
hitch	B-movie.name

who	_who_
was	_was_
in	_in_
hitch	B-movie.name

who	_who_
was	_was_
in	_in_
the	_the_
movie	_movie_
hitch	B-movie.name

who	_who_
was	_was_
the	_the_
star	_star_
in	_in_
hitch	B-movie.name

voice	_voice_
actor	_actor_
for	_for_
homer	B-character.name
simpson	I-character.name

who	_who_
is	_is_
in	_in_
the	_the_
movie	_movie_
two	B-movie.name
can	I-movie.name
play	I-movie.name
that	I-movie.name
game	I-movie.name

actress	_actress_
from	_from_
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

who	_who_
are	_are_
the	_the_
lead	_lead_
actors	_actors_
in	_in_
this	_this_
movie	_movie_

show	_show_
me	_me_
information	_information_
on	_on_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
of	_of_
pitchperfect	B-movie.name

actors	_actors_
in	_in_
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

can	_can_
i	_i_
see	_see_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

cast	_cast_
and	_and_
crew	_crew_
for	_for_
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

cast	_cast_
and	_and_
crew	_crew_
for	_for_
the	_the_
movie	_movie_
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

who	_who_
stars	_stars_
on	_on_
the	_the_
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

who	_who_
is	_is_
in	_in_
movie	_movie_

who	_who_
is	_is_
in	_in_
movie	_movie_

who	_who_
is	_is_
in	_in_
movie	_movie_

who	_who_
acts	_acts_
in	_in_
forager	B-movie.name

who	_who_
stars	_stars_
in	_in_
forager	B-movie.name

who	_who_
is	_is_
the	_the_
cast	_cast_
and	_and_
crew	_crew_
for	_for_
now	B-movie.name
forager	I-movie.name

who	_who_
was	_was_
in	_in_
now	B-movie.name

actor	_actor_
from	_from_
modern	B-movie.name
family	I-movie.name

list	_list_
the	_the_
actors	_actors_
in	_in_
forager	B-movie.name

cast	_cast_
and	_and_
crew	_crew_
of	_of_
go	B-movie.name

who	_who_
starred	_starred_
in	_in_
go	B-movie.name

who	_who_
was	_was_
the	_the_
lead	_lead_
actress	_actress_
in	_in_
the	B-movie.name
hunger	I-movie.name
games	I-movie.name

show	_show_
cast	_cast_
of	_of_
movie	_movie_
request	B-movie.name

what	_what_
is	_is_
the	_the_
cast	_cast_
in	_in_
resident	B-movie.name
evil	I-movie.name
retribution	I-movie.name

list	_list_
me	_me_
the	_the_
actors	_actors_
for	_for_
top	B-movie.name
gun	I-movie.name

who	_who_
was	_was_
the	B-character.name
tin	I-character.name
man	I-character.name
in	_in_
wizard	B-movie.name
of	I-movie.name
oz	I-movie.name

actress	_actress_
in	_in_
hum	B-movie.name
tum	I-movie.name

who	_who_
was	_was_
the	_the_
actor	_actor_
in	_in_
movie	_movie_
hum	B-movie.name
tum	I-movie.name

who	_who_
is	_is_
in	_in_
barfi	B-movie.name

who	_who_
was	_was_
the	_the_
lead	_lead_
woman	_woman_
in	_in_
the	B-movie.name
savages	I-movie.name

find	_find_
the	_the_
name	_name_
of	_of_
the	_the_
actor	_actor_
who	_who_
played	_played_
jack	B-character.name
in	_in_
the	_the_
movie	_movie_
titanic	B-movie.name

the	_the_
name	_name_
of	_of_
the	_the_
male	_male_
lead	_lead_
in	_in_
the	_the_
movie	_movie_
titanic	B-movie.name

what	_what_
is	_is_
the	_the_
name	_name_
of	_of_
the	_the_
lead	_lead_
actor	_actor_
in	_in_
the	_the_
titanic	B-movie.name

show	_show_
me	_me_
who	_who_
played	_played_
what	_what_
role	_role_
in	_in_
go	B-movie.name

i	_i_
cannot	_cannot_
remember	_remember_
the	_the_
name	_name_
of	_of_
the	_the_
actor	_actor_
in	_in_
pretty	B-movie.name
women	I-movie.name

what	_what_
is	_is_
the	_the_
name	_name_
of	_of_
the	_the_
actor	_actor_
who	_who_
was	_was_
in	_in_
the	B-movie.name
parent	I-movie.name
trap	I-movie.name

find	_find_
name	_name_
of	_of_
main	_main_
actor	_actor_
in	_in_
the	_the_
movie	_movie_
the	B-movie.name
help	I-movie.name

looking	_looking_
for	_for_
names	_names_
of	_of_
crew	_crew_
members	_members_
of	_of_
apollo	B-movie.name
thirteen	I-movie.name

i	_i_
can	_can_
't	_'t_
figure	_figure_
out	_out_
the	_the_
name	_name_
of	_of_
the	_the_
lead	_lead_
guy	_guy_
in	_in_
the	B-movie.name
avengers	I-movie.name

what	_what_
were	_were_
the	_the_
names	_names_
of	_of_
the	_the_
ladies	_ladies_
in	_in_
facts	I-movie.name
of	I-movie.name
life	I-movie.name

how	_how_
old	_old_
is	_is_
steven	B-person.name
spielberg	I-person.name

when	_when_
steven	B-person.name
spielberg	I-person.name
born	_born_

what	_what_
is	_is_
tom	B-person.name
cruise	I-person.name
's	_'s_
birthday	_birthday_

when	_when_
was	_was_
tom	B-person.name
cruise	I-person.name
born	_born_

when	_when_
is	_is_
will	B-person.name
ferrell	I-person.name
's	_'s_
birthday	_birthday_

how	_how_
old	_old_
is	_is_
kristen	B-person.name
stewart	I-person.name

how	_how_
much	_much_
did	_did_
it	_it_
cost	_cost_
to	_to_
produce	_produce_
the	B-movie.name
dark	I-movie.name
night	I-movie.name

how	_how_
much	_much_
did	_did_
the	B-movie.name
dark	I-movie.name
night	I-movie.name
cost	_cost_
to	_to_
produce	_produce_

what	_what_
was	_was_
the	B-movie.name
dark	I-movie.name
night	I-movie.name
budget	_budget_

the	B-movie.name
godfather	I-movie.name
's	_'s_
budget	_budget_

budget	_budget_
for	_for_
the	B-movie.name
blind	I-movie.name
side	I-movie.name

i	_i_
want	_want_
to	_to_
look	_look_
up	_up_
the	_the_
budget	_budget_
of	_of_
freedom	B-movie.name
writers	I-movie.name

i	_i_
would	_would_
like	_like_
to	_to_
look	_look_
up	_up_
the	_the_
budget	_budget_
of	_of_
freedom	B-movie.name
writers	I-movie.name

look	_look_
for	_for_
the	_the_
budget	_budget_
of	_of_
freedom	B-movie.name
writers	I-movie.name

how	_how_
much	_much_
was	_was_
hunger	B-movie.name
games	I-movie.name
made	_made_
for	_for_

how	_how_
much	_much_
was	_was_
the	_the_
budget	_budget_
for	_for_
the	B-movie.name
hunger	I-movie.name
games	I-movie.name

how	_how_
much	_much_
did	_did_
black	B-movie.name
swan	I-movie.name
cost	_cost_

how	_how_
much	_much_
did	_did_
hollywood	_hollywood_
pay	_pay_
for	_for_
black	B-movie.name
swan	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
black	B-movie.name
swan	I-movie.name

what	_what_
were	_were_
production	_production_
costs	_costs_
for	_for_
black	B-movie.name
swan	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
wrong	B-movie.name
turn	I-movie.name

search	_search_
for	_for_
the	_the_
budget	_budget_
of	_of_
step	B-movie.name
up	I-movie.name

budget	_budget_
for	_for_
titanic	B-movie.name

budget	_budget_
for	_for_
titanic	B-movie.name

budget	_budget_
for	_for_
titanic	B-movie.name
movie	_movie_

how	_how_
much	_much_
did	_did_
titanic	B-movie.name
cost	_cost_
to	_to_
make	_make_

how	_how_
much	_much_
was	_was_
the	_the_
total	_total_
budget	_budget_
for	_for_
the	_the_
titanic	B-movie.name

what	_what_
was	_was_
titanic	B-movie.name
's	_'s_
budget	_budget_

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
courageous	B-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
facing	B-movie.name
the	I-movie.name
giants	I-movie.name

budget	_budget_
of	_of_
heroine	B-movie.name

finding	_finding_
the	_the_
buget	_buget_
of	_of_
heroine	B-movie.name

looking	_looking_
of	_of_
movie	_movie_
heroine	B-movie.name
's	_'s_
budget	_budget_

what	_what_
is	_is_
the	_the_
buget	_buget_
of	_of_
movie	_movie_
heroine	B-movie.name

how	_how_
much	_much_
did	_did_
it	_it_
cost	_cost_
to	_to_
make	_make_
jurassic	B-movie.name
park	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
jurassic	B-movie.name
park	I-movie.name

how	_how_
much	_much_
did	_did_
james	B-director.name
cameron	I-director.name
have	_have_
to	_to_
spend	_spend_
to	_to_
make	_make_
avatar	B-movie.name

avatar	B-movie.name
must	_must_
have	_have_
cost	_cost_
a	_a_
bundle	_bundle_

did	_did_
the	_the_
avatar	B-movie.name
movie	_movie_
have	_have_
a	_a_
budget	_budget_
for	_for_
spending	_spending_

get	_get_
me	_me_
info	_info_
on	_on_
the	_the_
budget	_budget_
for	_for_
avatar	B-movie.name

how	_how_
much	_much_
did	_did_
it	_it_
cost	_cost_
to	_to_
make	_make_
avatar	B-movie.name

how	_how_
much	_much_
did	_did_
the	_the_
studio	_studio_
spend	_spend_
to	_to_
make	_make_
avatar	B-movie.name

how	_how_
much	_much_
money	_money_
was	_was_
budgeted	_budgeted_
for	_for_
the	_the_
avatar	B-movie.name
movie	_movie_

i	_i_
need	_need_
to	_to_
know	_know_
the	_the_
budget	_budget_
of	_of_
the	_the_
movie	_movie_
avatar	B-movie.name

i	_i_
want	_want_
to	_to_
know	_know_
the	_the_
avatar	B-movie.name
's	_'s_
budget	_budget_

list	_list_
the	_the_
budget	_budget_
for	_for_
avatar	B-movie.name

show	_show_
me	_me_
what	_what_
was	_was_
the	_the_
budget	_budget_
of	_of_
the	_the_
movie	_movie_
avatar	B-movie.name

what	_what_
did	_did_
the	_the_
movie	_movie_
avatar	B-movie.name
cost	_cost_
to	_to_
make	_make_

what	_what_
was	_was_
avatar	B-movie.name
's	_'s_
budget	_budget_

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
avatar	B-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
avatar	B-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
avatar	B-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
the	_the_
movie	_movie_
avatar	B-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
of	_of_
the	_the_
movie	_movie_
avatar	B-movie.name

how	_how_
much	_much_
did	_did_
the	_the_
movie	_movie_
avatar	B-movie.name
cost	_cost_

how	_how_
much	_much_
money	_money_
was	_was_
spent	_spent_
on	_on_
batman	B-movie.name

tell	_tell_
me	_me_
the	_the_
budget	_budget_
for	_for_
the	_the_
movie	_movie_
batman	B-movie.name

how	_how_
much	_much_
did	_did_
batman	B-movie.name
begins	I-movie.name
cost	_cost_

how	_how_
much	_much_
was	_was_
it	_it_
to	_to_
make	_make_
the	_the_
film	_film_
batman	B-movie.name
begins	I-movie.name

budget	_budget_
for	_for_
the	B-movie.name
avengers	I-movie.name

how	_how_
much	_much_
did	_did_
it	_it_
take	_take_
to	_to_
make	_make_
the	B-movie.name
avengers	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
the	B-movie.name
avengers	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
citizen	B-movie.name
kane	I-movie.name

find	_find_
out	_out_
the	_the_
budget	_budget_
of	_of_
cujo	B-movie.name

budget	_budget_
for	_for_
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	_'s_
budget	_budget_
information	_information_
please	_please_

gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	_'s_
budget	_budget_

show	_show_
me	_me_
the	_the_
budget	_budget_
for	_for_
the	_the_
movie	_movie_

budget	_budget_
for	_for_
the	_the_
hulk	B-movie.name

budget	_budget_
request	_request_
for	_for_
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

find	_find_
the	_the_
budget	_budget_
of	_of_
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

how	_how_
much	_much_
did	_did_
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name
cost	_cost_

what	_what_
was	_was_
the	_the_
budget	_budget_
of	_of_
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
old	B-movie.name
school	I-movie.name

what	_what_
was	_was_
the	B-movie.name
bourne	I-movie.name
identity	I-movie.name
's	_'s_
budget	_budget_

how	_how_
much	_much_
did	_did_
it	_it_
cost	_cost_
to	_to_
produce	_produce_
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

provide	_provide_
the	_the_
cost	_cost_
for	_for_
producing	_producing_
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

will	_will_
you	_you_
show	_show_
the	_the_
cost	_cost_
to	_to_
produce	_produce_
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
the	B-movie.name
hobbit	I-movie.name

can	_can_
i	_i_
see	_see_
what	_what_
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	_'s_
budget	_budget_
was	_was_

show	_show_
me	_me_
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	_'s_
budget	_budget_

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
passion	I-movie.name
of	I-movie.name
the	I-movie.name
christ	I-movie.name

what	_what_
was	_was_
the	_the_
budget	_budget_
for	_for_
top	B-movie.name
gun	I-movie.name

what	_what_
was	_was_
top	B-movie.name
gun	I-movie.name
's	_'s_
budget	_budget_

who	_who_
does	_does_
ellen	B-actor.name
degeneres	I-actor.name
play	_play_
in	_in_
finding	B-movie.name
nemo	I-movie.name

what	_what_
character	_character_
did	_did_
tom	B-actor.name
hanks	I-actor.name
play	_play_
in	_in_
apollo	B-movie.name
thirteen	I-movie.name

lion	B-movie.name
king	I-movie.name
characters	_characters_

what	_what_
character	_character_
did	_did_
will	B-actor.name
smith	I-actor.name
play	_play_
in	_in_
hitch	B-movie.name

what	_what_
role	_role_
did	_did_
sarah	B-actor.name
polley	I-actor.name
play	_play_
in	_in_
go	B-movie.name

what	_what_
was	_was_
kevin	B-actor.name
james	I-actor.name
role	_role_
in	_in_
hitch	B-movie.name

who	_who_
directed	_directed_
the	_the_
music	_music_
in	_in_
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

show	_show_
me	_me_
the	_the_
music	_music_
composer	_composer_
for	_for_
the	_the_
movie	_movie_

who	_who_
directed	_directed_
the	_the_
musical	_musical_
score	_score_
in	_in_
barfi	B-movie.name

how	_how_
many	_many_
films	_films_
did	_did_
ed	B-actor.name
harris	I-actor.name
do	_do_
with	_with_
tom	B-actor.name
hanks	I-actor.name

how	_how_
many	_many_
movies	_movies_
were	_were_
released	_released_
on	_on_
